label,message,message_length,label_encoded,message_clean
ham,Shb b ok lor... Thanx...,24,0,shb b ok lor... thanx...
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",157,0,"beautiful truth against gravity.. read carefully: ""our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.."" good night"
ham,Also remember to get dobby's bowl from your car,47,0,also remember to get dobby's bowl from your car
spam,Filthy stories and GIRLS waiting for your,41,1,filthy stories and girls waiting for your
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,122,0,sorry i now then c ur msg... yar lor so poor thing... but only 4 one night... tmr u'll have a brand new room 2 sleep in...
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",126,0,"love isn't a decision, it's a feeling. if we could decide who to love, then, life would be much simpler, but then less magical"
ham,Welp apparently he retired,26,0,welp apparently he retired
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,114,0,my sort code is  and acc no is . the bank is natwest. can you reply to confirm i've sent this to the right person!
ham,Where @,7,0,where @
ham,U sure u can't take any sick time?,34,0,u sure u can't take any sick time?
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,156,1,urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,90,0,yo chad which gymnastics class do you wanna take? the site says christians class is full..
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,85,0,or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
ham,I am not sure about night menu. . . I know only about noon menu,63,0,i am not sure about night menu. . . i know only about noon menu
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,220,0,what do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but only to my wife of my liking.be that and see..no one can give you that.dont call me.i will wait till i come.
ham,Are you willing to go for aptitude class.,41,0,are you willing to go for aptitude class.
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",60,0,"it wont b until 2.15 as trying 2 sort house out, is that ok?"
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",88,0,"yar lor he wan 2 go c horse racing today mah, so eat earlier lor. i ate chicken rice. u?"
ham,"Haha awesome, omw back now then",31,0,"haha awesome, omw back now then"
ham,Yup i thk so until e shop closes lor.,37,0,yup i thk so until e shop closes lor.
ham,what is your account number?,28,0,what is your account number?
ham,Eh u send wrongly lar...,24,0,eh u send wrongly lar...
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,118,0,hey no i ad a crap nite was borin without ya 2 boggy with me u boring biatch! thanx but u wait til nxt time il ave ya 
ham,Ok i shall talk to him,22,0,ok i shall talk to him
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,210,0,dont hesitate. you know this is the second time she has had weakness like that. so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,50,0,hey you can pay. with salary de. only  &lt;#&gt; .
ham,Another month. I need chocolate weed and alcohol.,49,0,another month. i need chocolate weed and alcohol.
ham,If he started searching he will get job in few days.he have great potential and talent.,87,0,if he started searching he will get job in few days.he have great potential and talent.
ham,Reckon need to be in town by eightish to walk from * carpark.,61,0,reckon need to be in town by eightish to walk from * carpark.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",141,1,"congrats! 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid your mates, play java games, dload polyph music, noline rentl."
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,54,0,look at the fuckin time. what the fuck you think is up
ham,Yo guess what I just dropped,28,0,yo guess what i just dropped
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,49,0,carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,I'm in office now . I will call you  &lt;#&gt;  min:),53,0,i'm in office now . i will call you  &lt;#&gt;  min:)
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",145,0,"geeee ... i miss you already, you know ? your all i can think about. fuck, i can't wait till next year when we will be together ... *loving kiss*"
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",160,0,"yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,53,0,ugh. gotta drive back to sd from la. my butt is sore.
ham,26th OF JULY,12,0,26th of july
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,142,0,hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? i get home tomorrow at 5ish.
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,71,0,up to ü... ü wan come then come lor... but i din c any stripes skirt...
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,129,0,the xmas story is peace.. the xmas msg is love.. the xmas miracle is jesus.. hav a blessed month ahead &amp; wish u merry xmas...
ham,"I can't, I don't have her number!",33,0,"i can't, i don't have her number!"
ham,Change again... It's e one next to escalator...,47,0,change again... it's e one next to escalator...
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,72,0,yetunde i'm in class can you not run water on it to make it ok. pls now.
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,148,0,not a lot has happened here. feels very quiet. beth is at her aunts and charlie is working lots. just me and helen in at the mo. how have you been? 
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,104,0,then ü wait 4 me at bus stop aft ur lect lar. if i dun c ü then i go get my car then come back n pick ü.
ham,"Aight will do, thanks again for comin out",41,0,"aight will do, thanks again for comin out"
ham,No..but heard abt tat..,23,0,no..but heard abt tat..
ham,&lt;#&gt;  am I think? Should say on syllabus,45,0,&lt;#&gt;  am i think? should say on syllabus
ham,Umma. Did she say anything,26,0,umma. did she say anything
ham,Give me a sec to think think about it,37,0,give me a sec to think think about it
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,150,1,panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt on orange contract. call mobileupd8 on 08000839402 or call 2optout
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,132,0,i don't quite know what to do. i still can't get hold of anyone. i cud pick you up bout 7.30pm and we can see if they're in the pub?
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",63,0,"poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",108,0,"dear hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;email&gt; ,kerala"
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,93,0,lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am
ham,"I just got home babe, are you still awake ?",43,0,"i just got home babe, are you still awake ?"
ham,I dunno they close oredi not... Ü v ma fan...,45,0,i dunno they close oredi not... ü v ma fan...
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,56,0,just buy a pizza. meat lovers or supreme. u get to pick.
ham,"Ya, told..she was asking wats matter?",37,0,"ya, told..she was asking wats matter?"
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",124,0,"dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,158,1,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+
ham,Shall i send that exe to your mail id.,38,0,shall i send that exe to your mail id.
ham,Nope watching tv at home... Not going out. V bored...,53,0,nope watching tv at home... not going out. v bored...
ham,Don know..wait i will check it.,31,0,don know..wait i will check it.
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",224,0,"good afternoon on this glorious anniversary day, my sweet j !! i hope this finds you happy and content, my prey. i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... you cougar-pen"
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,156,1,guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394514 from landline datebox1282essexcm61xn 150p/min 18
ham,We still on for tonight?,24,0,we still on for tonight?
ham,May i call You later Pls,24,0,may i call you later pls
ham,Hasn't that been the pattern recently crap weekends?,52,0,hasn't that been the pattern recently crap weekends?
ham,I have a sore throat. It's scratches when I talk,48,0,i have a sore throat. it's scratches when i talk
ham,Yes da. Any plm at ur office,28,0,yes da. any plm at ur office
ham,Are you not around or just still asleep? :V,43,0,are you not around or just still asleep? :v
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",49,0,"lol you forgot it eh ? yes, i'll bring it in babe"
ham,"Its good, we'll find a way",26,0,"its good, we'll find a way"
ham,Can not use foreign stamps in this country. Good lecture .,58,0,can not use foreign stamps in this country. good lecture .
ham,Yup bathe liao...,17,0,yup bathe liao...
ham,HAPPY NEW YEAR MY NO.1 MAN,26,0,happy new year my no.1 man
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",127,0,"oh mr sheffield! you wanna play that game, okay. you're the boss and i'm the nanny. you give me a raise and i'll give you one!!"
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,103,0,zoe it just hit me 2 im fucking shitin myself il defo try my hardest 2 cum 2morow luv u millions lekdog
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",157,0,"hello baby, did you get back to your mom's ? are you setting up the computer now ? filling your belly ? how goes it loverboy ? i miss you already ... *sighs*"
ham,"No my blankets are sufficient, thx",34,0,"no my blankets are sufficient, thx"
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",128,0,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) gud nyt"
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",155,0,"edison has rightly said, ""a fool can ask more questions than a wise man can answer"" now you know why all of us are speechless during viva.. gm,gn,ge,gnt:-)"
ham,They just talking thats it de. They wont any other.,51,0,they just talking thats it de. they wont any other.
ham,Today am going to college so am not able to atten the class.,60,0,today am going to college so am not able to atten the class.
ham,I'm in class. Will holla later,30,0,i'm in class. will holla later
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,102,0,mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! good indian?
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",101,1,"we know someone who you know that fancies you. call 09058097218 to find out who. pobox 6, ls15hb 150p"
ham,"Come round, it's . ",19,0,"come round, it's . "
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",112,0,"do 1 thing! change that sentence into: ""because i want 2 concentrate in my educational career im leaving here.."""
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",104,1,"1000's flirting now! txt girl or bloke & ur name & age, eg girl zoe 18 to 8007 to join and get chatting!"
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,77,0,i walked an hour 2 c u! doesnt that show i care y wont u believe im serious?
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,135,1,18 days to euro2004 kickoff! u will be kept informed of all the latest news and results daily. unsubscribe send get euro stop to 83222.
ham,Are you available for soiree on June 3rd?,41,0,are you available for soiree on june 3rd?
ham,Do u noe wat time e place dat sells 4d closes?,46,0,do u noe wat time e place dat sells 4d closes?
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",136,0,"i got another job! the one at the hospital doing data analysis or something, starts on monday! not sure when my thesis will got finished"
ham,Jay's getting really impatient and belligerent,46,0,jay's getting really impatient and belligerent
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,157,0,hiya comin 2 bristol 1 st week in april. les got off + rudi on new yrs eve but i was snoring.they were drunk! u bak at college yet? my work sends ink 2 bath.
ham,I'm at work. Please call,24,0,i'm at work. please call
ham,Then u drive lor.,17,0,then u drive lor.
ham,Ard 515 like dat. Y?,20,0,ard 515 like dat. y?
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,84,0,tell me they're female :v how're you throwing in? we're deciding what all to get now
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,152,1,eastenders tv quiz. what flower does dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £100 cash wkent/150p16+
ham,I'm working technical support :)voice process.networking field.,63,0,i'm working technical support :)voice process.networking field.
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,155,0,i might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,122,0,ok. not sure what time tho as not sure if can get to library before class. will try. see you at some point! have good eve.
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,143,1,we have new local dates in your area - lots of new people registered in your area. reply date to start now! 18 only www.flirtparty.us replys150
ham,"That's fine, I'll bitch at you about it later then",50,0,"that's fine, i'll bitch at you about it later then"
ham,No my mum went 2 dentist.,25,0,no my mum went 2 dentist.
ham,Once free call me sir. I am waiting for you.,44,0,once free call me sir. i am waiting for you.
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,65,0,meeting u is my work. . . tel me when shall i do my work tomorrow
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,134,1,someone u know has asked our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu
ham,Jus finish bathing...,21,0,jus finish bathing...
ham,"alright, I'll make sure the car is back tonight",47,0,"alright, i'll make sure the car is back tonight"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,156,1,urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050003091 from land line. claim c52. valid12hrs only
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,90,1,dear u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,135,0,lul im gettin some juicy gossip at the hospital. two nurses are talking about how fat they are gettin. and one thinks shes obese. oyea.
ham,Aight ill get on fb in a couple minutes,39,0,aight ill get on fb in a couple minutes
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,83,0,oi. ami parchi na re. kicchu kaaj korte iccha korche na. phone ta tul na. plz. plz.
ham,Where can download clear movies. Dvd copies.,44,0,where can download clear movies. dvd copies.
ham,"Yep, by the pretty sculpture",28,0,"yep, by the pretty sculpture"
ham,Convey my regards to him,24,0,convey my regards to him
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,67,0,me too watching surya movie only. . .after 6 pm vijay movie pokkiri
ham,You tell what happen dont behave like this to me. Ok no need to say,67,0,you tell what happen dont behave like this to me. ok no need to say
ham,Can u get pic msgs to your phone?,33,0,can u get pic msgs to your phone?
ham,Send to someone else :-),24,0,send to someone else :-)
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,119,0,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,910,0,for me the love should start with attraction.i should feel that i need her every time around me.she should be the first thing which comes in my thoughts.i would start the day and end it with her.she should be there every time i dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.i would cry for her.will give all my happiness and take all her sorrows.i will be ready to fight with anyone for her.i will be in love when i will be doing the craziest things for her.love will be when i don't have to proove anyone that my girl is the most beautiful lady on the whole planet.i will always be singing praises for her.love will be when i start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.i would like to say a lot..will tell later..
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",158,0,"fr'ndship is like a needle of a clock. though v r in d same clock, v r nt able 2 met. evn if v meet,itz only 4few seconds. bt v alwys stay conected. gud 9t;-)"
ham,I don't think he has spatula hands!,35,0,i don't think he has spatula hands!
ham,You can never do NOTHING,24,0,you can never do nothing
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,152,1,you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,53,0,goodmorning today i am late for  &lt;decimal&gt; min.
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,146,1,win urgent! your mobile number has been awarded with a £2000 prize guaranteed call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,72,0,please da call me any mistake from my side sorry da. pls da goto doctor.
ham,Where r we meeting?,19,0,where r we meeting?
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",188,0,"well the weather in cali's great. but its complexities are great. you need a car to move freely, its taxes are outrageous. but all in all its a great place. the sad part is i missing home."
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,71,0,now only i reached home. . . i am very tired now. . i will come tomorro
ham,Ryder unsold.now gibbs.,23,0,ryder unsold.now gibbs.
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,141,1,dear subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. when was elvis presleys birthday? txt answer to 80062
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,160,0,don't fret. i'll buy the ovulation test strips and send them to you. you wont get them til like march. can you send me your postal address.u'll be alright.okay.
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,73,0,no gifts!! you trying to get me to throw myself off a cliff or something?
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,106,0,been up to ne thing interesting. did you have a good birthday? when are u wrking nxt? i started uni today.
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,80,0,you busy or can i come by at some point and figure out what we're doing tomorrow
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",105,0,"yeah go on then, bored and depressed sittin waitin for phone to ring... hope the wind drops though, scary"
ham,Black shirt n blue jeans... I thk i c ü...,42,0,black shirt n blue jeans... i thk i c ü...
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,68,0,aiyah sorry lor... i watch tv watch until i forgot 2 check my phone.
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,159,1,message important information for o2 user. today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham,on hen night. Going with a swing,32,0,on hen night. going with a swing
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",159,0,"good afternoon, my love. how goes your day ? what are you up to ? i woke early and am online waiting for you ... hmmm ... italian boy is online i see . *grins*"
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,140,0,from someone not to smoke when every time i've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),101,0,no you'll just get a headache trying to figure it out. u can trust me to do the math. i promise. o:-)
ham,S s..first time..dhoni rocks...,31,0,s s..first time..dhoni rocks...
ham,Ok ill tell the company,23,0,ok ill tell the company
ham,"Awesome, think we can get an 8th at usf some time tonight?",58,0,"awesome, think we can get an 8th at usf some time tonight?"
ham,So that means you still think of teju,37,0,so that means you still think of teju
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",61,0,"no i'm good for the movie, is it ok if i leave in an hourish?"
ham,No no:)this is kallis home ground.amla home town is durban:),60,0,no no:)this is kallis home ground.amla home town is durban:)
ham,So lets make it saturday or monday as per convenience.,54,0,so lets make it saturday or monday as per convenience.
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,69,0,hey... what time is your driving on fri? we go for evaluation on fri?
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",69,1,"449050000301 you have won a £2,000 price! to claim, call 09050000301."
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,72,0,i'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",156,1,"bored of speed dating? try speedchat, txt speedchat to 80155, if you don't like em txt swap and get a new chatter! chat80155 pobox36504w45wq 150p/msg rcd 16"
ham,Cancel cheyyamo?and get some money back?,40,0,cancel cheyyamo?and get some money back?
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,153,1,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow
ham,Ok.ok ok..then..whats ur todays plan,36,0,ok.ok ok..then..whats ur todays plan
ham,Good morning princess! How are you?,35,0,good morning princess! how are you?
ham,Aiyar sorry lor forgot 2 tell u...,34,0,aiyar sorry lor forgot 2 tell u...
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,156,1,for taking part in our mobile survey yesterday! you can now have 500 texts 2 use however you wish. 2 get txts just send txt to 80160 t&c www.txt43.com 1.50p
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,79,0,not tonight mate. catching up on some sleep. this is my new number by the way. 
ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",121,0,"height of ""oh shit....!!"" situation: a guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-d"
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,104,1,ur hmv quiz cash-balance is currently £500 - to maximize ur cash-in now send hmv1 to 86688 only 150p/msg
ham,"So check your errors and if you had difficulties, do correction.",64,0,"so check your errors and if you had difficulties, do correction."
ham,Howz pain?hope u r fine..,25,0,howz pain?hope u r fine..
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,58,0,u wake up already? thanx 4 e tau sar piah it's quite nice.
ham,K do I need a login or anything,31,0,k do i need a login or anything
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,120,1,dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.
ham,LOL ... No just was busy,24,0,lol ... no just was busy
ham,What * u wearing?,17,0,what * u wearing?
ham,Oh:)as usual vijay film or its different?,41,0,oh:)as usual vijay film or its different?
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158,1,i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,80,0,have you had a good day? mine was really busy are you up to much tomorrow night?
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,85,0,and is there a way you can send shade's stuff to her. and she has been wonderful too.
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,115,0,really... i tot ur paper ended long ago... but wat u copied jus now got use? u happy lar... i still haf 2 study :-(
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",115,1,"thank you, winner notified by sms. good luck! no future marketing reply stop to 84122 customer services 08450542832"
ham,Babe ? I lost you ... :-(,25,0,babe ? i lost you ... :-(
ham,Ok... Help me ask if she's working tmr a not?,45,0,ok... help me ask if she's working tmr a not?
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,70,0,i'm not driving... raining! then i'll get caught at e mrt station lor.
ham,Not a drop in the tank,22,0,not a drop in the tank
ham,(That said can you text him one more time?),43,0,(that said can you text him one more time?)
ham,Ok i go change also...,22,0,ok i go change also...
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),139,1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. can u 4fil theirs? text cute to 69911(£1.50p. m)
